Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 681.0, 21.569780639896635, 10.317, 10.0
2.0, 679.0, 23.475738412482315, 12.306, 12.0
3.0, 682.0, 20.995297937115538, 11.809, 10.0
4.0, 675.0, 21.287821715319296, 10.759, 10.0
