Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 212.0, 1.000249697099207, 45.161, 127.0
2.0, 215.0, 1.017627160064876, 42.432, 121.0
3.0, 202.0, 1.0361226841778262, 45.283, 145.0
4.0, 205.0, 1.1083569010224892, 51.752, 139.0
