Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 54.0, 0.054467905196361244, 32.075, 1.0
2.0, 55.0, 0.05823033125489019, 35.185, 0.0
3.0, 54.0, 0.058971664955606684, 30.189, 2.0
4.0, 51.0, 0.05267881341569591, 35.185, 4.0
