Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 37.0, 0.1251249091437785, 41.711, 0.0
2.0, 35.0, 0.09988271509064361, 35.294, 3.0
3.0, 35.0, 0.09907641167228576, 35.294, 0.0
4.0, 37.0, 0.13530721711867955, 40.642, 2.0
