Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 321.0, 3.823546096260543, 3.12, 1.0
2.0, 320.0, 4.10167035232007, 4.498, 4.0
3.0, 321.0, 3.9056731663877144, 3.287, 1.0
4.0, 327.0, 4.089800285961246, 4.159, 0.0
