Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 191.0, 1.2576069127826486, 1.8, 2.0
2.0, 185.0, 1.2620282482675975, 1.8, 0.0
3.0, 193.0, 1.4270620252355002, 2.2, 0.0
4.0, 191.0, 1.5311638939019758, 2.2, 0.0
