Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 17.0, 0.09205143856524955, 51.872, 1.0
2.0, 19.0, 0.0936441666126484, 44.92, 0.0
3.0, 22.0, 0.10118889754812699, 54.011, 0.0
4.0, 19.0, 0.07927325055061374, 32.62, 1.0
