Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 45.0, 0.0231699506402947, 27.586, 0.0
2.0, 48.0, 0.02395782979147043, 37.931, 0.0
3.0, 42.0, 0.022818435303634033, 24.138, 0.0
4.0, 48.0, 0.021492858897545375, 34.483, 0.0
