Kernel = RBF, decision = ovo 
Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.00489066903537605, 25.0, 2.5041345474601258, C = 128; gamma = 2
2, 0.0016892129424377345, 27.273, 2.5264560128271114, C = 32; gamma = 2
3, 0.02005964608542854, 25.0, 2.932680209785758, C = 8192; gamma = 0.125
4, 0.0023515162902185693, 24.675, 3.2833082585711963, C = 32; gamma = 2
