Kernel = RBF, decision = ovo 
Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.0004460608251974918, 27.586, 0.1646536555927014, C = 128; gamma = 0.125
2, 0.00037139411870157346, 20.69, 0.1726769322049222, C = 2; gamma = 2
3, 0.0012586672746692784, 24.138, 0.15333486221788917, C = 2048; gamma = 0.125
4, 0.00043200021173106506, 20.69, 0.17723984351323452, C = 8; gamma = 2
