Kernel = RBF, decision = ovo 
Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.027816740759590175, 2.773, 14.350483563870512, C = 2048; gamma = 0.5
2, 0.05717336105317372, 2.595, 14.077469128469602, C = 32768; gamma = 0.125
3, 0.02130182851033169, 2.422, 14.17176832570567, C = 32; gamma = 2
4, 0.02295467779640603, 2.08, 14.15912250139263, C = 512; gamma = 2
