Kernel = RBF, decision = ovo 
Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.03498377453757939, 38.71, 36.76585200768585, C = 2; gamma = 8
2, 0.039435655483998744, 35.405, 34.120020906676814, C = 8; gamma = 8
3, 0.038541109595598755, 37.736, 41.65769825827806, C = 8; gamma = 2
4, 0.044076627430968074, 36.927, 40.75465588104521, C = 8; gamma = 8
