Kernel = RBF, decision = ovo 
Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.3770687888809334, 13.52, 79.40518662069553, C = 0.5; gamma = 8
2, 0.37951048703507695, 13.12, 80.58459810162276, C = 0.5; gamma = 8
3, 0.15238843752013054, 12.0, 79.95609694841187, C = 0.5; gamma = 2
4, 0.19673318629793357, 12.32, 79.46937962152151, C = 0.125; gamma = 2
