Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 91.0, 0.014521704011713155, 33.962, 1.0
2.0, 92.0, 0.01407370378728956, 29.63, 1.0
3.0, 95.0, 0.014086794704780914, 28.302, 2.0
4.0, 93.0, 0.013941824930952862, 29.63, 0.0
