Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 84.0, 0.005631033040117472, 31.034, 0.0
2.0, 86.0, 0.0051607297791633755, 31.034, 0.0
3.0, 84.0, 0.005396851091063581, 27.586, 0.0
4.0, 86.0, 0.005056972149759531, 37.931, 0.0
