Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 399.0, 0.6420400688657537, 3.947, 14.0
2.0, 397.0, 0.5712574890931137, 3.582, 19.0
3.0, 398.0, 0.5618116663245019, 3.798, 25.0
4.0, 394.0, 0.6182344815752003, 4.24, 24.0
