Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 564.0, 0.1663986261410173, 41.667, 22.0
2.0, 561.0, 0.17219159864180256, 42.432, 22.0
3.0, 555.0, 0.16769996008952148, 44.205, 21.0
4.0, 562.0, 0.18132130002777558, 40.701, 23.0
