Fold, No hyperboxes before pruning, No hyperboxes after pruning, Training time, Testing error before pruning, Testing error after pruning
1.0, 57.0, 9.0, 0.03878304909449071, 44.828, 48.276
2.0, 58.0, 53.0, 0.03951274638529867, 41.379, 31.034
3.0, 58.0, 49.0, 0.03580413851886988, 37.931, 31.034
4.0, 58.0, 49.0, 0.040600746986456215, 41.379, 44.828
