Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 708.0, 7.711998890663381, 3.466, 1.0
2.0, 706.0, 7.507865458363085, 3.46, 4.0
3.0, 697.0, 6.958170161538874, 4.152, 2.0
4.0, 706.0, 7.482274173220503, 3.813, 0.0
