Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 386.0, 3.678673298738431, 4.24, 12.0
2.0, 380.0, 3.891299826078466, 5.044, 19.0
3.0, 380.0, 3.866022722926573, 4.602, 22.0
4.0, 382.0, 4.050817964031012, 4.532, 23.0
