Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 91.0, 0.06467687983240467, 32.075, 1.0
2.0, 92.0, 0.06505021336488426, 29.63, 1.0
3.0, 95.0, 0.061060878084390424, 26.415, 2.0
4.0, 93.0, 0.06664051715051755, 29.63, 0.0
