Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 2841.0, 56.520125343085965, 10.503, 17.0
2.0, 2804.0, 60.11114284176438, 10.752, 23.0
3.0, 2821.0, 59.56447300095169, 10.876, 27.0
4.0, 2831.0, 59.08364319206157, 10.323, 20.0
