Fold, No hyperboxes, Training time, Testing error
1.0, 386.0, 3.678673298738431, 4.459
2.0, 380.0, 3.891299826078466, 5.409
3.0, 380.0, 3.866022722926573, 4.821
4.0, 382.0, 4.050817964031012, 5.263
