Fold, No hyperboxes, Training time, Testing error
1.0, 102.0, 0.08988222539483104, 38.158
2.0, 94.0, 0.08318307064473629, 33.766
3.0, 105.0, 0.07150742861267645, 36.842
4.0, 95.0, 0.07286064139043447, 32.468
