Fold, No hyperboxes, Training time, Testing error
1.0, 3750.0, 13.067485608480638, 22.32
2.0, 3749.0, 15.003186425790773, 20.24
3.0, 3750.0, 13.68221220956184, 22.24
4.0, 3749.0, 13.491078056278639, 23.12
