Fold, No hyperboxes, Training time, Testing error
1.0, 199.0, 0.07536197593435645, 32.836
2.0, 199.0, 0.07518112736579496, 27.941
3.0, 198.0, 0.07421530870487913, 34.328
4.0, 200.0, 0.07190985303896014, 27.941
