Fold, No hyperboxes, Training time, Testing error
1.0, 563.0, 2.571180398153956, 44.086
2.0, 561.0, 2.660037168490817, 44.865
3.0, 556.0, 2.6702922037657117, 47.709
4.0, 565.0, 2.756383881889633, 43.396
