Fold, No hyperboxes, Training time, Testing error
1.0, 91.0, 0.06467687983240467, 33.962
2.0, 92.0, 0.06505021336488426, 29.63
3.0, 95.0, 0.061060878084390424, 28.302
4.0, 93.0, 0.06664051715051755, 29.63
