Fold, No hyperboxes, Training time, Testing error
1.0, 710.0, 5.045545719054644, 3.2
2.0, 705.0, 5.1313397000485566, 1.6
3.0, 701.0, 5.022953708103159, 1.8
4.0, 711.0, 5.146390858848463, 1.6
