Fold, No hyperboxes before pruning, No hyperboxes after pruning, Training time, Testing error before pruning, Testing error after pruning
1.0, 8.0, 6.0, 0.06824391195550561, 31.579, 30.263
2.0, 7.0, 6.0, 0.08008003886789083, 48.052, 48.052
3.0, 9.0, 7.0, 0.059203907498158514, 47.368, 47.368
4.0, 9.0, 5.0, 0.06278403045143932, 31.169, 31.169
