Fold, No hyperboxes before pruning, No hyperboxes after pruning, Training time, Testing error before pruning, Testing error after pruning
1.0, 8.0, 6.0, 0.025488982093520463, 31.034, 31.034
2.0, 8.0, 4.0, 0.03280292509589344, 31.034, 34.483
3.0, 11.0, 5.0, 0.023854072205722332, 41.379, 37.931
4.0, 12.0, 6.0, 0.02158207108732313, 37.931, 37.931
